word,sentiment,lexicon,score
indolent,negative,bing,-1
indolenz,negative,bing,-1
indoss,negative,bing,-1
indottrin,negative,bing,-1
indulg,negative,bing,-1
indur,negative,bing,-1
indurr-in-error,negative,bing,-1
inefficac,negative,bing,-1
inefficient,negative,bing,-1
inegual,negative,bing,-1
ineleg,negative,bing,-1
inelegg,negative,bing,-1
inesatt,negative,bing,-1
inesattezz,negative,bing,-1
inesig,negative,bing,-1
inesistent,negative,bing,-1
inesor,negative,bing,-1
inesorabil,negative,bing,-1
inesperient,negative,bing,-1
inespert,negative,bing,-1
inesp,negative,bing,-1
inestric,negative,bing,-1
inestricabil,negative,bing,-1
inettitudin,negative,bing,-1
inett,negative,bing,-1
inevit,negative,bing,-1
inevitabil,negative,bing,-1
infam,negative,bing,-1
infantil,negative,bing,-1
infastid,negative,bing,-2
infedel,negative,bing,-1
infel,negative,bing,-1
infelic,negative,bing,-1
inferior,negative,bing,-2
inferm,negative,bing,-1
infernal,negative,bing,-3
infern,negative,bing,-3
infest,negative,bing,-1
infett,negative,bing,-1
infezion,negative,bing,-1
infiamm,negative,bing,-1
infiammator,negative,bing,-1
infid,negative,bing,-1
infiltr,negative,bing,-1
infirm,negative,bing,-1
inflazionist,negative,bing,-1
infless,negative,bing,-1
infligg,negative,bing,-1
infond,negative,bing,-1
infrazion,negative,bing,-1
infruttu,negative,bing,-1
infuriant,negative,bing,-1
infur,negative,bing,-1
ingann,negative,bing,-2
ingannevol,negative,bing,-2
ingenu,negative,bing,-1
ingiung,negative,bing,-1
ingiur,negative,bing,-1
ingiust,negative,bing,-2
ingiustific,negative,bing,-2
ingiustificat,negative,bing,-2
ingiustiz,negative,bing,-1
inglor,negative,bing,-1
ingombr,negative,bing,-1
ingratitudin,negative,bing,-1
ingrat,negative,bing,-1
inguard,negative,bing,-1
inib,negative,bing,-1
inibizion,negative,bing,-1
inimic,negative,bing,-1
inimiciz,negative,bing,-1
inimmagin,negative,bing,-1
inimmaginabil,negative,bing,-1
inintellig,negative,bing,-1
iniqu,negative,bing,-1
innatural,negative,bing,-1
innervos,negative,bing,-2
innest,negative,bing,-1
inond,negative,bing,-1
inoper,negative,bing,-1
inopportun,negative,bing,-2
inorrid,negative,bing,-3
inospital,negative,bing,-2
inosserv,negative,bing,-1
inquiet,negative,bing,-3
inquietant,negative,bing,-3
inquietudin,negative,bing,-1
inquin,negative,bing,-1
insapon,negative,bing,-1
insaz,negative,bing,-1
insensat,negative,bing,-1
insens,negative,bing,-1
insensibil,negative,bing,-1
insett,negative,bing,-1
insicurezz,negative,bing,-1
insicur,negative,bing,-1
insid,negative,bing,-1
insignific,negative,bing,-1
insincer,negative,bing,-1
insinu,negative,bing,-1
insociabl,negative,bing,-1
insoddisfacent,negative,bing,-2
insoddisfatt,negative,bing,-2
insoddisf,negative,bing,-2
insolent,negative,bing,-1
insolit,negative,bing,-1
insol,negative,bing,-1
insolvent,negative,bing,-1
insopport,negative,bing,-2
insopportabil,negative,bing,-3
insormont,negative,bing,-1
insosten,negative,bing,-1
insoucianc,negative,bing,-1
inspieg,negative,bing,-1
instabil,negative,bing,-1
insubordin,negative,bing,-1
insudic,negative,bing,-1
insufficient,negative,bing,-1
insul,negative,bing,-1
insult,negative,bing,-3
insurrezion,negative,bing,-1
intas,negative,bing,-1
intatt,negative,bing,-1
intef,negative,bing,-1
intens,negative,bing,-1
intercett,negative,bing,-1
interess,negative,bing,-1
interess-perso-nal,negative,bing,-1
interferent,negative,bing,-1
interfer,negative,bing,-1
intermittent,negative,bing,-1
interromp,negative,bing,-1
interrott,negative,bing,-1
interru,negative,bing,-1
intimidator,negative,bing,-1
intimid,negative,bing,-1
intont,negative,bing,-1
intopp,negative,bing,-1
intorpid,negative,bing,-1
intossic,negative,bing,-1
intransigent,negative,bing,-1
intrappol,negative,bing,-1
intrapres,negative,bing,-1
intratt,negative,bing,-1
intromett,negative,bing,-1
intrusion,negative,bing,-1
inud,negative,bing,-1
inuman,negative,bing,-3
inutil,negative,bing,-1
inutilizz,negative,bing,-1
invadent,negative,bing,-2
invad,negative,bing,-1
invalid,negative,bing,-1
invan,negative,bing,-1
invasion,negative,bing,-1
invasor,negative,bing,-1
inverosimil,negative,bing,-1
invett,negative,bing,-1
invid,negative,bing,-1
invis,negative,bing,-1
involontar,negative,bing,-1
invol,negative,bing,-1
ipocris,negative,bing,-1
ipocr,negative,bing,-1
ipocrit,negative,bing,-1
ira,negative,bing,-1
irasc,negative,bing,-1
iron,negative,bing,-1
irraggiung,negative,bing,-1
irragionevol,negative,bing,-1
irragionevolezz,negative,bing,-1
irrazional,negative,bing,-1
irrecuper,negative,bing,-1
irredim,negative,bing,-1
irregol,negative,bing,-1
irregolar,negative,bing,-1
irrepar,negative,bing,-1
irreprim,negative,bing,-1
irrequietezz,negative,bing,-1
irrequiet,negative,bing,-1
irresol,negative,bing,-1
irrespons,negative,bing,-2
irresponsabil,negative,bing,-2
irretrievabl,negative,bing,-1
irrevers,negative,bing,-1
irrilev,negative,bing,-1
irrimed,negative,bing,-1
irrimediabil,negative,bing,-1
irrisolt,negative,bing,-1
irrisolv,negative,bing,-1
irrispett,negative,bing,-2
irrit,negative,bing,-1
isol,negative,bing,-1
ister,negative,bing,-1
istig,negative,bing,-1
lacon,negative,bing,-1
lament,negative,bing,-1
lamentel,negative,bing,-2
lamentevol,negative,bing,-2
languid,negative,bing,-1
langu,negative,bing,-1
languor,negative,bing,-1
lasciv,negative,bing,-1
lasc,negative,bing,-1
latenz,negative,bing,-1
lavagg-del-cervell,negative,bing,-1
lavell,negative,bing,-1
lavorett,negative,bing,-1
legatur,negative,bing,-1
legg-erron,negative,bing,-1
lei-odi,negative,bing,-1
lent,negative,bing,-1
les,negative,bing,-1
lesion,negative,bing,-1
letal,negative,bing,-1
letarg,negative,bing,-1
lezios,negative,bing,-1
libertin,negative,bing,-1
licenz,negative,bing,-1
licenzios,negative,bing,-1
limit,negative,bing,-1
lim,negative,bing,-1
line-dur,negative,bing,-1
lit,negative,bing,-1
litig,negative,bing,-1
livid,negative,bing,-1
local-prett,negative,bing,-1
lord,negative,bing,-1
lott,negative,bing,-1
luccic,negative,bing,-1
lugubr,negative,bing,-2
lunat,negative,bing,-2
lung,negative,bing,-1
lung-temp,negative,bing,-1
luog-isol,negative,bing,-1
lurc,negative,bing,-1
lutt,negative,bing,-1
luttuos,negative,bing,-1
macabr,negative,bing,-3
macc,negative,bing,-1
macell,negative,bing,-1
maciull,negative,bing,-1
magr,negative,bing,-1
mai-l'amor,negative,bing,-1
mal-concep,negative,bing,-1
mal-defin,negative,bing,-1
mal-di,negative,bing,-1
mal-di-schien,negative,bing,-1
mal-di-test,negative,bing,-1
mal-progett,negative,bing,-1
mal-utilizz,negative,bing,-1
malaccort,negative,bing,-1
malaticc,negative,bing,-1
mal,negative,bing,-1
malatt,negative,bing,-1
malavogl,negative,bing,-1
malconc,negative,bing,-1
malcontent,negative,bing,-2
maldestr,negative,bing,-1
maldicent,negative,bing,-1
maledett,negative,bing,-2
maledizion,negative,bing,-1
maleduc,negative,bing,-3
maleodor,negative,bing,-3
maless,negative,bing,-1
malevolent,negative,bing,-1
malevol,negative,bing,-2
malfattor,negative,bing,-2
malform,negative,bing,-1
malign,negative,bing,-2
malincon,negative,bing,-1
malintes,negative,bing,-1
maliz,negative,bing,-1
mals,negative,bing,-1
malsicur,negative,bing,-1
maltratt,negative,bing,-3
malvag,negative,bing,-2
manc,negative,bing,-1
mancanz,negative,bing,-1
mancanz-di-decor,negative,bing,-1
mancanz-di-legg,negative,bing,-1
mancanz-di-rispett,negative,bing,-1
manc-di-rispett,negative,bing,-1
mand-di-comparizion,negative,bing,-1
maniacal,negative,bing,-1
maniac,negative,bing,-1
manipol,negative,bing,-1
manomett,negative,bing,-1
marc,negative,bing,-1
margi-1l,negative,bing,-1
martir,negative,bing,-1
mascalzon,negative,bing,-1
massacr,negative,bing,-1
mediocr,negative,bing,-1
meger,negative,bing,-1
melodrammat,negative,bing,-1
mendic,negative,bing,-1
men-svilupp,negative,bing,-1
ment,negative,bing,-1
mercantegg,negative,bing,-1
merd,negative,bing,-1
meschin,negative,bing,-1
mett-a-repentagl,negative,bing,-1
mett-in-pericol,negative,bing,-1
mett-sott-accus,negative,bing,-1
milit,negative,bing,-1
millant,negative,bing,-1
min,negative,bing,-1
minacc,negative,bing,-2
miragg,negative,bing,-1
miscredent,negative,bing,-1
miser,negative,bing,-1
mister,negative,bing,-1
mistific,negative,bing,-1
mod-oscur,negative,bing,-1
molest,negative,bing,-1
moncon,negative,bing,-1
mond,negative,bing,-1
monell,negative,bing,-1
monoton,negative,bing,-1
monot,negative,bing,-1
morbos,negative,bing,-1
mordac,negative,bing,-1
mordent,negative,bing,-1
morent,negative,bing,-1
moribond,negative,bing,-1
mor,negative,bing,-1
mor-di-fam,negative,bing,-1
mortal,negative,bing,-1
mort,negative,bing,-1
mortific,negative,bing,-1
mortif,negative,bing,-1
mostr,negative,bing,-1
mostruos,negative,bing,-1
mot,negative,bing,-1
muff,negative,bing,-1
mult-polarizz,negative,bing,-1
muscol-flession,negative,bing,-1
mut,negative,bing,-1
nan,negative,bing,-1
naufrag,negative,bing,-1
nause,negative,bing,-2
nauseabond,negative,bing,-2
nauseant,negative,bing,-2
naus,negative,bing,-1
nebb,negative,bing,-1
nebul,negative,bing,-1
neg,negative,bing,-1
negat,negative,bing,-1
negazion,negative,bing,-1
negligent,negative,bing,-2
nemes,negative,bing,-1
nemic,negative,bing,-1
nepot,negative,bing,-1
nervos,negative,bing,-1
nevrot,negative,bing,-1
noc,negative,bing,-1
noi,negative,bing,-1
noios,negative,bing,-1
non-appropr,negative,bing,-1
non-assicur,negative,bing,-1
non-chiar,negative,bing,-1
non-competit,negative,bing,-1
non-conferm,negative,bing,-1
non-cooper,negative,bing,-1
non-cred,negative,bing,-1
non-desider,negative,bing,-1
non-destr,negative,bing,-1
non-dispon,negative,bing,-1
non-dispost,negative,bing,-1
non-divertent,negative,bing,-1
non-equo,negative,bing,-1
non-essenzial,negative,bing,-1
non-fiduc,negative,bing,-1
non-funn,negative,bing,-1
non-molt,negative,bing,-1
non-moviment,negative,bing,-1
non-necessar,negative,bing,-1
non-ortodoss,negative,bing,-1
non-pertinent,negative,bing,-1
non-plausibil,negative,bing,-1
non-pratic,negative,bing,-1
non-qualific,negative,bing,-1
non-realist,negative,bing,-1
non-rispond,negative,bing,-1
non-sicur,negative,bing,-1
non-son-d'accord,negative,bing,-1
non-support,negative,bing,-1
non-valid,negative,bing,-1
non-verit,negative,bing,-1
non-visibil,negative,bing,-1
non-vogl,negative,bing,-1
no-sens,negative,bing,-1
nostalg,negative,bing,-1
notor,negative,bing,-1
nutr-con-il-cucchiai,negative,bing,-1
nutr,negative,bing,-1
nuvol,negative,bing,-1
obbrobr,negative,bing,-3
obes,negative,bing,-1
obiezion,negative,bing,-1
obliqu,negative,bing,-1
obliter,negative,bing,-1
obsol,negative,bing,-1
occlud,negative,bing,-1
occlusion,negative,bing,-1
occlus,negative,bing,-1
odi,negative,bing,-1
odiator,negative,bing,-1
odios,negative,bing,-2
odor,negative,bing,-2
offend,negative,bing,-2
offens,negative,bing,-2
offes,negative,bing,-2
offusc,negative,bing,-1
oltragg,negative,bing,-3
oltrepass,negative,bing,-1
ombregg,negative,bing,-1
ombros,negative,bing,-1
omett,negative,bing,-1
omicid,negative,bing,-1
omission,negative,bing,-1
oner,negative,bing,-1
oppors,negative,bing,-1
opportunist,negative,bing,-1
opposizion,negative,bing,-1
oppression,negative,bing,-1
oppress,negative,bing,-1
oppressor,negative,bing,-1
oppriment,negative,bing,-2
opprim,negative,bing,-2
orda,negative,bing,-1
orfan,negative,bing,-1
orma-rud,negative,bing,-1
orrend,negative,bing,-3
orribil,negative,bing,-3
orrid,negative,bing,-3
orripil,negative,bing,-3
orror,negative,bing,-3
ortic,negative,bing,-1
oscen,negative,bing,-3
oscill,negative,bing,-1
oscur,negative,bing,-1
ossession,negative,bing,-1
ossess,negative,bing,-1
ostacol,negative,bing,-1
ostagg,negative,bing,-1
ostent,negative,bing,-1
ostil,negative,bing,-2
osti-1t,negative,bing,-1
ostin,negative,bing,-1
ostruent,negative,bing,-1
ostru,negative,bing,-1
ostruzion,negative,bing,-1
ottus,negative,bing,-1
oversiz,negative,bing,-1
pacc,negative,bing,-1
padron,negative,bing,-1
pagan,negative,bing,-1
pallid,negative,bing,-1
pandemon,negative,bing,-1
panic,negative,bing,-1
paradossal,negative,bing,-1
paralizz,negative,bing,-1
paranoi,negative,bing,-1
paran,negative,bing,-1
parass,negative,bing,-1
par,negative,bing,-1
parod,negative,bing,-1
parzial,negative,bing,-1
pass,negative,bing,-1
passiv,negative,bing,-1
pasticcion,negative,bing,-1
pastos,negative,bing,-1
patet,negative,bing,-1
paur,negative,bing,-2
pauros,negative,bing,-2
pavonegg,negative,bing,-1
pazz,negative,bing,-1
peccamin,negative,bing,-1
pecc,negative,bing,-1
pedagg,negative,bing,-1
pedant,negative,bing,-1
pegg,negative,bing,-2
peggior,negative,bing,-2
pegn,negative,bing,-1
pen,negative,bing,-1
penal,negative,bing,-1
penalizz,negative,bing,-1
pent,negative,bing,-1
perd,negative,bing,-1
perdent,negative,bing,-1
perdut,negative,bing,-1
perfid,negative,bing,-1
pericol,negative,bing,-2
pericol-di-vit,negative,bing,-1
pericolos,negative,bing,-2
per,negative,bing,-1
permal,negative,bing,-1
pernic,negative,bing,-1
perpless,negative,bing,-1
persecu,negative,bing,-1
persegu,negative,bing,-1
perseguit,negative,bing,-1
perti-1c,negative,bing,-1
perturb,negative,bing,-1
pervas,negative,bing,-1
pervers,negative,bing,-1
perversion,negative,bing,-1
pervert,negative,bing,-2
pessim,negative,bing,-3
pessimist,negative,bing,-1
pest,negative,bing,-1
pestilenzial,negative,bing,-1
pettegolezz,negative,bing,-1
pezz,negative,bing,-1
piagniste,negative,bing,-1
piagnucol,negative,bing,-1
piang,negative,bing,-1
picchettagg,negative,bing,-1
picchett,negative,bing,-1
piccolezz,negative,bing,-1
pieg,negative,bing,-1
pien-di-rimors,negative,bing,-1
pien-di-sem,negative,bing,-1
pietos,negative,bing,-3
pietrific,negative,bing,-2
pignol,negative,bing,-1
pigr,negative,bing,-1
piuttost-piccol,negative,bing,-1
pizzic,negative,bing,-1
pizzicor,negative,bing,-1
plag,negative,bing,-1
plateal,negative,bing,-1
plebe,negative,bing,-1
poc-attraent,negative,bing,-1
poc-conosc,negative,bing,-1
poc-convincent,negative,bing,-1
poc-giudiz,negative,bing,-1
poc-inclin,negative,bing,-1
polarizz,negative,bing,-1
polem,negative,bing,-1
polemizz,negative,bing,-1
polen,negative,bing,-1
polv,negative,bing,-1
polver,negative,bing,-1
pompos,negative,bing,-1
porcil,negative,bing,-2
port-lord,negative,bing,-1
port-a-cas,negative,bing,-1
portator-di-handicap,negative,bing,-1
port,negative,bing,-1
postur,negative,bing,-1
pover,negative,bing,-1
povert,negative,bing,-1
prat,negative,bing,-1
precar,negative,bing,-1
precipit,negative,bing,-1
predator,negative,bing,-1
pregiudic,negative,bing,-1
pregiudiz,negative,bing,-1
pregiudizievol,negative,bing,-1
premedit,negative,bing,-1
prem,negative,bing,-1
preoccup,negative,bing,-2
prepotent,negative,bing,-2
presuntu,negative,bing,-1
presunzion,negative,bing,-1
pretenz,negative,bing,-1
prevaric,negative,bing,-1
prigion,negative,bing,-1
prigionier,negative,bing,-1
primit,negative,bing,-1
priv,negative,bing,-1
problem,negative,bing,-1
problemat,negative,bing,-1
procrastin,negative,bing,-1
prodigal,negative,bing,-1
profan,negative,bing,-1
prof,negative,bing,-1
proibit,negative,bing,-1
proliss,negative,bing,-1
pronunc-mal,negative,bing,-1
propagand,negative,bing,-1
protest,negative,bing,-1
protratt,negative,bing,-1
provoc,negative,bing,-1
provvisor,negative,bing,-1
prurigin,negative,bing,-1
prur,negative,bing,-1
pugn,negative,bing,-1
puls,negative,bing,-1
pulsazion,negative,bing,-1
pungent,negative,bing,-1
pungol,negative,bing,-1
punibil,negative,bing,-1
pun,negative,bing,-1
punit,negative,bing,-1
puntigl,negative,bing,-1
punton,negative,bing,-1
punzon,negative,bing,-1
purtropp,negative,bing,-1
puttan,negative,bing,-2
puzz,negative,bing,-2
puzzolent,negative,bing,-2
rabb,negative,bing,-1
rabbios,negative,bing,-1
rabbrivid,negative,bing,-3
raccapricc,negative,bing,-3
rachit,negative,bing,-1
radical,negative,bing,-1
radicalizz,negative,bing,-1
rallent,negative,bing,-1
rammar,negative,bing,-1
rampant,negative,bing,-1
rampin,negative,bing,-1
rancor,negative,bing,-1
rassegn,negative,bing,-1
rastrell,negative,bing,-1
rattrist,negative,bing,-1
razz,negative,bing,-1
razzism,negative,bing,-3
razzist,negative,bing,-3
reat,negative,bing,-2
reazio-1r,negative,bing,-1
recession,negative,bing,-1
reclam,negative,bing,-1
reclusion,negative,bing,-1
regred,negative,bing,-1
regression,negative,bing,-1
regress,negative,bing,-1
reiett,negative,bing,-1
relitt,negative,bing,-1
repression,negative,bing,-1
repress,negative,bing,-1
reprim,negative,bing,-1
repulsion,negative,bing,-1
res-dei-cont,negative,bing,-1
resistent,negative,bing,-1
resping,negative,bing,-1
respint,negative,bing,-1
restritt,negative,bing,-1
restrizion,negative,bing,-1
reticent,negative,bing,-1
retor,negative,bing,-1
retroced,negative,bing,-1
revoc,negative,bing,-1
revuls,negative,bing,-1
ribalt,negative,bing,-1
ribass,negative,bing,-1
ribell,negative,bing,-1
riboll,negative,bing,-1
ricad,negative,bing,-1
ricalcitr,negative,bing,-1
ricatt,negative,bing,-1
richied-temp,negative,bing,-1
ricors,negative,bing,-1
ridicol,negative,bing,-1
ridond,negative,bing,-1
rif,negative,bing,-1
rifiut,negative,bing,-1
rigid,negative,bing,-1
rigidezz,negative,bing,-1
rigor,negative,bing,-1
rilutt,negative,bing,-1
rimors,negative,bing,-1
rimostr,negative,bing,-1
rimpiant,negative,bing,-1
rimprover,negative,bing,-1
rincul,negative,bing,-1
ring,negative,bing,-1
rinunc,negative,bing,-1
rip,negative,bing,-1
ripetit,negative,bing,-1
ripid,negative,bing,-1
riprovevol,negative,bing,-1
ripud,negative,bing,-1
ripugn,negative,bing,-1
risc,negative,bing,-1
rischios,negative,bing,-1
risent,negative,bing,-1
risent-di,negative,bing,-1
risorgent,negative,bing,-1
ristagn,negative,bing,-1
ristrett,negative,bing,-1
ritard,negative,bing,-1
ritir,negative,bing,-1
ritorn,negative,bing,-1
ritorsion,negative,bing,-1
ritort,negative,bing,-1
ritratt,negative,bing,-1
rival,negative,bing,-1
rivest-di-zuccher,negative,bing,-1
rivolt,negative,bing,-1
robb,negative,bing,-1
roccios,negative,bing,-1
rodent,negative,bing,-1
ronz,negative,bing,-1
rottam,negative,bing,-2
rott,negative,bing,-1
rottur,negative,bing,-1
rovent,negative,bing,-1
rovesc,negative,bing,-1
rovin,negative,bing,-1
rozz,negative,bing,-1
irremediabl,negative,bing,-1
rub,negative,bing,-1
rud,negative,bing,-1
rue,negative,bing,-1
ruffian,negative,bing,-1
rug,negative,bing,-1
ruggin,negative,bing,-1
rugh,negative,bing,-1
rugos,negative,bing,-1
rumor,negative,bing,-1
sabotagg,negative,bing,-1
sacchegg,negative,bing,-1
sacc,negative,bing,-1
sacrific,negative,bing,-1
saltuar,negative,bing,-1
sanguin,negative,bing,-1
sanguisug,negative,bing,-1
sarcasm,negative,bing,-1
sarcast,negative,bing,-1
sardon,negative,bing,-1
satiregg,negative,bing,-1
satir,negative,bing,-1
sbadigl,negative,bing,-1
sbagl,negative,bing,-1
sbalord,negative,bing,-1
sbav,negative,bing,-1
sbavatur,negative,bing,-1
sbilanc,negative,bing,-1
sbilenc,negative,bing,-1
sbrindell,negative,bing,-1
sbrogl,negative,bing,-1
scacc,negative,bing,-1
scad,negative,bing,-2
scadent,negative,bing,-2
scandal,negative,bing,-3
scandalizz,negative,bing,-3
scappatell,negative,bing,-1
scappatoi,negative,bing,-1
scaric,negative,bing,-1
scars,negative,bing,-2
scarsezz,negative,bing,-2
scarsit,negative,bing,-2
scart,negative,bing,-2
scaten,negative,bing,-1
scettic,negative,bing,-1
scheletr,negative,bing,-1
schern,negative,bing,-1
scherz,negative,bing,-1
scherzos,negative,bing,-1
schiacc,negative,bing,-1
schiacciant,negative,bing,-1
schiaff,negative,bing,-1
schiamazz,negative,bing,-1
schi,negative,bing,-1
schiavizz,negative,bing,-1
schifos,negative,bing,-3
schif,negative,bing,-3
schiumos,negative,bing,-1
schiv,negative,bing,-1
sciatt,negative,bing,-1
scind,negative,bing,-1
sciocc,negative,bing,-2
scioccant,negative,bing,-2
sciolt,negative,bing,-1
scioper,negative,bing,-1
scission,negative,bing,-1
scomod,negative,bing,-2
scompars,negative,bing,-1
scompigl,negative,bing,-1
sconcert,negative,bing,-2
sconfess,negative,bing,-1
sconosc,negative,bing,-1
sconsiderat,negative,bing,-1
sconsideratezz,negative,bing,-1
sconsider,negative,bing,-1
sconsigl,negative,bing,-2
sconsol,negative,bing,-1
sconsolat,negative,bing,-1
scontent,negative,bing,-2
scontr,negative,bing,-2
scontros,negative,bing,-2
sconvenient,negative,bing,-2
sconvolgent,negative,bing,-1
sconvolg,negative,bing,-1
sconvolt,negative,bing,-1
scopp,negative,bing,-1
scoragg,negative,bing,-1
scorrett,negative,bing,-1
scortes,negative,bing,-2
scortic,negative,bing,-1
scoss,negative,bing,-1
scostant,negative,bing,-1
scredit,negative,bing,-1
screpol,negative,bing,-1
scricchiol,negative,bing,-1
scroccon,negative,bing,-1
scrupol,negative,bing,-1
sculacc,negative,bing,-1
scur,negative,bing,-1
scus,negative,bing,-1
sdegnos,negative,bing,-2
sdolci-natezz,negative,bing,-1
seccatur,negative,bing,-1
second-livell,negative,bing,-1
sedentar,negative,bing,-1
segret,negative,bing,-1
selvagg,negative,bing,-1
sem-ritard,negative,bing,-1
semplicist,negative,bing,-1
semplific,negative,bing,-1
semplif,negative,bing,-1
senil,negative,bing,-1
sens-di-colp,negative,bing,-1
senz-amor,negative,bing,-1
senz-cervell,negative,bing,-1
senz-compromess,negative,bing,-1
senz-document,negative,bing,-1
senz-legg,negative,bing,-1
senz-licenz,negative,bing,-1
senz-pens,negative,bing,-1
senz-piet,negative,bing,-1
senz-scop,negative,bing,-1
senz-scrupol,negative,bing,-1
senz-sens,negative,bing,-1
senz-speranz,negative,bing,-1
senz-success,negative,bing,-1
senz-vit,negative,bing,-1
separ,negative,bing,-1
servil,negative,bing,-1
set,negative,bing,-1
sfacc,negative,bing,-1
sfacciataggin,negative,bing,-2
sfacciat,negative,bing,-2
sfarfall,negative,bing,-1
sfavorevol,negative,bing,-1
sfid,negative,bing,-1
sfiduc,negative,bing,-1
sfoc,negative,bing,-1
sfog,negative,bing,-1
sfoll,negative,bing,-1
sfortun,negative,bing,-1
sfortu-1t,negative,bing,-1
sforz,negative,bing,-1
sfreg,negative,bing,-1
sfren,negative,bing,-1
sfrontatezz,negative,bing,-1
sfrutt,negative,bing,-1
sgangher,negative,bing,-1
sgoment,negative,bing,-3
sgradevol,negative,bing,-2
sgrad,negative,bing,-1
sgraziat,negative,bing,-2
sgraz,negative,bing,-1
sgretol,negative,bing,-1
sgrid,negative,bing,-1
sguazz,negative,bing,-1
si-arrend-facil,negative,bing,-1
si-blocc,negative,bing,-1
sibil,negative,bing,-1
siccit,negative,bing,-1
siep,negative,bing,-1
sindrom,negative,bing,-1
sinistr,negative,bing,-1
sintom,negative,bing,-1
situazion-critic,negative,bing,-1
situazion-di-stall,negative,bing,-1
situazion-difficil,negative,bing,-1
slav,negative,bing,-1
sleal,negative,bing,-2
slealt,negative,bing,-2
slog,negative,bing,-1
smarr,negative,bing,-1
sment,negative,bing,-1
sminu,negative,bing,-1
smod,negative,bing,-1
smodat,negative,bing,-1
smorf,negative,bing,-1
snervant,negative,bing,-2
snob,negative,bing,-1
snobb,negative,bing,-1
sob,negative,bing,-1
sobr,negative,bing,-1
soccomb,negative,bing,-1
sofferent,negative,bing,-1
soffert,negative,bing,-1
soffoc,negative,bing,-1
soffr,negative,bing,-1
sofistic,negative,bing,-1
soggezion,negative,bing,-1
soggiog,negative,bing,-1
solitar,negative,bing,-1
solitudin,negative,bing,-1
somar,negative,bing,-1
sommers,negative,bing,-1
soppression,negative,bing,-1
sopraff,negative,bing,-1
sopraffatt,negative,bing,-1
sopravval,negative,bing,-1
sopravvalut,negative,bing,-2
sord,negative,bing,-1
sornion,negative,bing,-1
sospett,negative,bing,-1
sottodimension,negative,bing,-1
sottoline,negative,bing,-1
sottomess,negative,bing,-1
sottomission,negative,bing,-1
sottopag,negative,bing,-1
sottopost,negative,bing,-1
sottoquot,negative,bing,-1
sottosquadr,negative,bing,-1
sottot,negative,bing,-1
sottrarr,negative,bing,-1
sovraccar,negative,bing,-1
sovrappes,negative,bing,-1
sovrastim,negative,bing,-1
sovversion,negative,bing,-1
sovvers,negative,bing,-1
sovvert,negative,bing,-1
spaccatur,negative,bing,-1
spadronegg,negative,bing,-1
sparg-di-sangu,negative,bing,-1
spar,negative,bing,-1
spavald,negative,bing,-1
spavent,negative,bing,-1
spaventevol,negative,bing,-2
spericol,negative,bing,-1
sperper,negative,bing,-1
spettral,negative,bing,-1
spettr,negative,bing,-1
spiacevol,negative,bing,-2
spiegazz,negative,bing,-1
spietat,negative,bing,-1
spietatezz,negative,bing,-1
spiet,negative,bing,-1
spiffer,negative,bing,-1
spinos,negative,bing,-1
spir-battaglier,negative,bing,-1
spogl,negative,bing,-1
sporad,negative,bing,-1
sporciz,negative,bing,-3
sporc,negative,bing,-3
spost,negative,bing,-1
sprec,negative,bing,-1
spregevol,negative,bing,-3
spregiat,negative,bing,-1
spregiudicat,negative,bing,-1
sprezzant,negative,bing,-1
sproloqu,negative,bing,-1
sproporzion,negative,bing,-1
spudorat,negative,bing,-1
spudoratezz,negative,bing,-1
spudor,negative,bing,-1
spur,negative,bing,-1
squallid,negative,bing,-3
squallor,negative,bing,-3
squal,negative,bing,-1
squamos,negative,bing,-1
squilibr,negative,bing,-1
squitt,negative,bing,-1
sradic,negative,bing,-1
stag-1nt,negative,bing,-1
stag-1zion,negative,bing,-1
stall,negative,bing,-1
stamped,negative,bing,-1
stamp,negative,bing,-1
stant,negative,bing,-1
static,negative,bing,-1
stereotip,negative,bing,-1
steril,negative,bing,-1
stermin,negative,bing,-1
stigm,negative,bing,-1
stigmatizz,negative,bing,-1
stizz,negative,bing,-1
stizzos,negative,bing,-1
stord,negative,bing,-1
storp,negative,bing,-1
straf,negative,bing,-1
strag,negative,bing,-1
stran,negative,bing,-1
stranezz,negative,bing,-1
strangol,negative,bing,-1
strapag,negative,bing,-1
strapazz,negative,bing,-1
strapp,negative,bing,-1
stravag,negative,bing,-1
straziant,negative,bing,-2
streg,negative,bing,-1
stress,negative,bing,-1
stressant,negative,bing,-2
strett,negative,bing,-2
strident,negative,bing,-1
strid,negative,bing,-1
stridul,negative,bing,-1
strill,negative,bing,-1
striminz,negative,bing,-1
strisc,negative,bing,-1
strisciant,negative,bing,-1
strofin,negative,bing,-1
stronz,negative,bing,-3
stropicc,negative,bing,-1
strozz,negative,bing,-1
strugg,negative,bing,-1
struggent,negative,bing,-1
stucchevol,negative,bing,-2
stupefatt,negative,bing,-1
stupid,negative,bing,-2
stupr,negative,bing,-1
subaltern,negative,bing,-1
subdol,negative,bing,-2
subordin,negative,bing,-1
succ,negative,bing,-1
sudar,negative,bing,-1
sud,negative,bing,-1
suicid,negative,bing,-1
superficial,negative,bing,-1
superflu,negative,bing,-1
superstizion,negative,bing,-1
superstiz,negative,bing,-1
supplic,negative,bing,-1
supponent,negative,bing,-2
surriscald,negative,bing,-2
suscett,negative,bing,-1
